,Scale,Mean,Std,Mean - Std,Mean + Std
0,NH,80.14220912233866,9.7385088447848,70.40370027755385,89.88071796712346
1,SH,100.69624749545393,11.007048762170214,89.68919873328372,111.70329625762415
