,0
Intercept,-0.015259052121252108
ssrd,-0.4540080921399033
fal,-0.06350371357300863
strd,0.23163215498944764
str_earth,-0.03853468876083021
sshf,-0.1538738901213599
slhf,0.6828603285115138
